List Number,Agency Phone,Listing Agent,Co-Listing Agent,Property Type,Card Format,Book Section,Property Sub Type,Listing Contract Date,Back on Market Date,Status,Status Change Timestamp,Original List Price,List Price,Living Area Source,MLS Area Major,Lock Box Number,Street Direction Prefix,Street Direction Suffix,Non-Representative Compensation Type,City,State,County,Country,Postal Code,Stories Total,Stories,Latitude,Longitude,GeoID,Living Area,Year Built,Direction Faces,Lot Size Dimensions,Bedrooms Total,Bathrooms Total,Bathrooms Full,Bathrooms Half,Parcel Number,Owner Name,mod_timestamp,Association Fee Frequency,Occupant Type,Listing Agreement,Association Fee 2 Frequency,Listing Service,Lease Term,Association Fee,Building Area Total,Garage Spaces,Association Fee 2,List Price/SqFt,Availability Date,Start Showing Date,Association Name,Association YN,Carport YN,Property Attached YN,Furnished,Lot Size Acres,Contingent Date,Senior Community YN,Waterfront YN,Water Frontage Feet,Accessory Dwelling Unit Y/N,Rental Service,Garage YN,Carport Spaces,Non-Representative Compensation,Entry Level,Accessibility Features YN,Unit Type,Comp Sale YN,Price Change Timestamp,Days on Market,Rooms,Features
gAAAAABm9wKymBoxuI5mubjJxRQLFw4NJ7BIp39qicaGI5DNkViBchSY89yPvg4ChB4Wyc_t1KRk2SojFC9wFDZJ4JUtRN736w==,Agency_Phone_Index_671,Listing_Agent_Index_991,,Rental,Residential Lease,Single Family Residence,SF,7/22/24,,A,7/20/24,1905,1775,Public Records,14,,,,$,Jacksonville,FL,Duval,US,32258,1,1,30.14461535,-81.5661116,1.20E+11,1226,1980,,,3,2,2,0,gAAAAABm9wKywzbUwOp5ApLqwpKpkBbUbXeQq_HkjmI2z84hNKH9BU6kaguy6LZ1e4JjDCcsistQn2zmXEyHBCkwqWt3QCkQxg==,Owner_Name_Index_1721,,,Vacant,Excl Right to Lease,,Full Service,12 Months,,,,,1.45,1/27/22,,,N,Y,,U,0.34,,N,N,,,,N,2,0,1,N,,,,12,,"Additional Lease Terms|12 Months|Yes;Additional Lease Terms|24 Months|Yes;Architectural Style|Ranch|Yes;Deposits and Fees|Security Deposit|1,775;Deposits and Fees|Additional Fee|125;Deposits and Fees|Application Fee|50;Fireplace Features|Fireplaces Total|1;Interior Features|Entrance Foyer|Yes;Interior Features|Split Bedrooms|Yes;Interior Features|Primary Bathroom - Tub with Shower|Yes;Interior Features|Walk-In Closet(s)|Yes;Owner Pays|Association Fees|Yes;Pets Allowed|Breed Restrictions|Yes;Pets Allowed|Number Limit|Yes;Pets Allowed|Dogs OK|Yes;Pets Allowed|Cats OK|Yes;Road Surface Type|Asphalt|Yes;Security Features|Smoke Detector(s)|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Tenant Pays|Insurance|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|Specific $ Amount|250;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Electricity Available|Yes;Utilities|Water Connected|Yes;Utilities|Sewer Connected|Yes;Showing Requirements|Showing Contact Phone|800-218-4796;Showing Requirements|Showing Service|Yes;Parking Features|Other|Yes;Appliances|Disposal|Yes;Appliances|Refrigerator|Yes;Appliances|Dishwasher|Yes;"
gAAAAABm9wKybsnc4j1NjCteBt4KHP4dpqDIvBJQ0RiN8ICCUjVESldTl8bJ9tv70TTrxXDIKHGVOszVd86sD9zBeHIeiuStCg==,Agency_Phone_Index_773,Listing_Agent_Index_1139,,Rental,Residential Lease,Single Family Residence,SF,8/2/24,,A,7/31/24,1776,1719,Public Records,27,,,,%,Jacksonville,FL,Duval,US,32256,2,,30.2209445,-81.50013236,1.20E+11,1354,2008,,,2,3,2,1,gAAAAABm9wKy2KTBvXnpxFlzV4XZFz-9vzLqQyyYnK2ETtlKutKEC-rLiAVFDIZe8PkIHM31HeQqHAACivXxHTD9eFRkTA0G4A==,,9/18/24 15:15,,,Excl Right to Lease,,Full Service,24 Months,,,,,1.27,,,,Y,N,,,0.03,,N,N,,,,N,,0,,Y,,,9/10/24 15:14,5,,Rental Commission Term|Specific $ Amount|500;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|Other|Yes;Utilities|Electricity Available|Yes;Showing Requirements|Call Listing Agent|Yes;Parking Features|Other|Yes;Appliances|Refrigerator|Yes;
gAAAAABm9wKy8wR5LLJLNS8WH0UlFWqovpdpRDyMBKZBMscjf55GQ2mEnunoEGTxCyp8M_FC9pG5V0qLA_NUgPUaBxnk2S6ihQ==,Agency_Phone_Index_690,Listing_Agent_Index_1012,,Rental,Residential Lease,Townhouse,TH,6/14/24,,A,5/27/24,1900,1595,Builder,61,,,,%,Jacksonville,FL,Duval,US,32210,2,,30.2438971,-81.83170333,1.20E+11,1429,2024,,,3,3,2,1,gAAAAABm9wKyZtSASZxuLyf6V9ZBtkSS_cNjKf1gzo_Bdsgo6L4tULFRaJZo56Swsee2Z50GkpYXoFl0cr6DP9y6R9DG2ACLqA==,,,,,Excl Right to Lease,,Full Service,12 Months,,,1,,1.12,,,,Y,N,,,,,N,N,,,,Y,,20,,N,,,10/14/24 23:14,67,,"Additional Lease Terms|12 Months|Yes;Deposits and Fees|Security Deposit|1,595;Deposits and Fees|Additional Fee|125;Deposits and Fees|Pet Fee/Deposit|25;Deposits and Fees|Application Fee|75;Tenant Pays|All Utilities|Yes;Rental Commission Term|1 Months Rent|Yes;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Electricity Available|Yes;Utilities|Water Available|Yes;Utilities|Sewer Available|Yes;Showing Requirements|Combination Lock Box|Yes;Parking Features|Attached|Yes;Parking Features|Garage|Yes;Appliances|Dryer|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Water Heater|Yes;Appliances|Electric Range|Yes;Appliances|Dishwasher|Yes;Appliances|Disposal|Yes;"
gAAAAABm9wKyxHQvcrwvMHtnGFpn9yosjOgF268usCWlIQjGbXVovvlDd-3dEIQEUdFvyT2iJi9gkumJAQm2opBN5wTnB2KnSQ==,Agency_Phone_Index_722,Listing_Agent_Index_1614,Listing_Agent_Index_1221,Rental,Residential Lease,Single Family Residence,SF,5/25/24,,A,6/22/24,4100,3995,Public Records,272,,,,$,Ponte Vedra,FL,St. Johns,US,32081,2,,30.11521625,-81.41767089,1.21E+11,2817,2014,,,5,4,4,0,gAAAAABm9wKy026imrlp82L6I8GNoebHofD19BH_II0-rJSrHfU999jQxVAomy8er1gO4zeKkpPFSuv9f1qJ9M8KizYVvM4KKQ==,,,,Tenant,Excl Right to Lease,,Full Service,12 Months,,,2,,1.42,6/6/24,6/18/24,,N,N,,U,,,N,N,,,R,Y,,0,1,N,,,,60,,"Additional Lease Terms|12 Months|Yes;Architectural Style|Traditional|Yes;Association Amenities|Basketball Court|Yes;Association Amenities|Children's Pool|Yes;Association Amenities|Pickleball|Yes;Association Amenities|Playground|Yes;Association Amenities|Park|Yes;Association Amenities|Jogging Path|Yes;Association Amenities|Fitness Center|Yes;Association Amenities|Dog Park|Yes;Deposits and Fees|Security Deposit|4,100;Deposits and Fees|Pet Fee/Deposit|250;Deposits and Fees|Application Fee|39.99;Fencing|Back Yard|Yes;Fencing|Full|Yes;Interior Features|Breakfast Bar|Yes;Interior Features|Guest Suite|Yes;Interior Features|Split Bedrooms|Yes;Interior Features|Primary Bathroom - Shower No Tub|Yes;Interior Features|Walk-In Closet(s)|Yes;Interior Features|Primary Downstairs|Yes;Interior Features|Pantry|Yes;Interior Features|Open Floorplan|Yes;Interior Features|Kitchen Island|Yes;Interior Features|Eat-in Kitchen|Yes;Interior Features|Entrance Foyer|Yes;Laundry Features|Lower Level|Yes;Laundry Features|In Unit|Yes;Owner Pays|Association Fees|Yes;Patio And Porch Features|Covered|Yes;Patio And Porch Features|Patio|Yes;Patio And Porch Features|Front Porch|Yes;Pets Allowed|Number Limit|Yes;Pets Allowed|Yes|Yes;Road Surface Type|Asphalt|Yes;Sewer|Public Sewer|Yes;Tenant Pays|Grounds Care|Yes;Tenant Pays|All Utilities|Yes;Tenant Pays|Pest Control|Yes;Rental Commission Term|Specific $ Amount|250;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|Community|Yes;Utilities|Electricity Available|Yes;Utilities|Water Connected|Yes;Utilities|Natural Gas Available|Yes;Showing Requirements|24 Hour Notice|Yes;Showing Requirements|Restricted Hours|Yes;Showing Requirements|Lockbox|Yes;Showing Requirements|Call Listing Agent|Yes;Showing Requirements|Appointment Only|Yes;Parking Features|Attached|Yes;Parking Features|Garage|Yes;Appliances|Dryer|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Gas Range|Yes;Appliances|Dishwasher|Yes;"
gAAAAABm9wKyryu4vrXdmZS46hweeY8OduuTWR6Q9WFEDPuythmsBgB_QCeN45gclDlrtB9e9QRGOCJpC0gk6WezmZ7w1TNdYg==,Agency_Phone_Index_728,Listing_Agent_Index_1071,,Rental,Residential Lease,Condominium,CN,7/8/24,,A,7/3/24,2195,2095,Appraiser,214,,,,$,Jacksonville Bch,FL,Duval,US,32250,1,,30.25786403,-81.40698396,1.20E+11,1156,1995,,,2,2,2,0,gAAAAABm9wKywrq8pZxU5wAdclC2OWvpLTtth7wVtsC8nTVYsp-tXn3NakmDB0hfDghVW4KcmxP-3aIcPoFSHEjDRkAd1BZE8g==,,,,,Excl Right to Lease,,Entry Only,12 Months,,,1,,1.81,8/2/24,,,N,N,,,0.03,,N,N,,,,Y,,0,,N,,,,41,,"Additional Lease Terms|12 Months|Yes;Architectural Style|Other|Yes;Deposits and Fees|Security Deposit|2,095;Deposits and Fees|Additional Fee|175;Deposits and Fees|Application Fee|80;Owner Pays|None|Yes;Pets Allowed|Dogs OK|Yes;Pets Allowed|No|Yes;Rent Includes|None|Yes;Security Features|Smoke Detector(s)|Yes;Sewer|Public Sewer|Yes;Smart Home Features|Smoke Detector|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|Specific $ Amount|300;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Other|Yes;Showing Requirements|Appointment Only|Yes;Showing Requirements|Showing Service|Yes;Parking Features|Garage|Yes;Appliances|Disposal|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Range|Yes;Appliances|Dishwasher|Yes;"
gAAAAABm9wKyPCj4OQprUPKWqOhG9ncR48_xIHll88CmCBLD5ugJ83m0KA31peSnmAKfmVs0nVkbTnyq3g7-6Aef0J3IpzhLww==,Agency_Phone_Index_945,Listing_Agent_Index_1534,,Rental,Residential Lease,Apartment,AP,6/19/24,,A,7/5/24,1200,1150,Estimated,72,,,,$,Jacksonville,FL,Duval,US,32206,2,,30.34823191,-81.65649622,1.20E+11,1000,1945,,,1,1,1,0,gAAAAABm9wKyin8btYU8m53-laOvX44g8iPOopHysvbY9NRTTqy6BByl8QcnFlPkEarrYxO2mrHAvTu0VVJN4lssq4cVkuBQhA==,,,,,Exclusive Agency,,Full Service,12 Months,,,,,1.15,,,,N,N,,,0.18,,N,N,,,N,N,,100,,N,,,,41,,"Additional Lease Terms|12 Months|Yes;Deposits and Fees|Security Deposit|1,200;Deposits and Fees|Pet Fee/Deposit|300;Deposits and Fees|Application Fee|50;Pets Allowed|Breed Restrictions|Yes;Pets Allowed|Number Limit|Yes;Rental Commission Term|Specific $ Amount|100;Water Source|Private|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Cable Available|Yes;Utilities|Separate Electric Meters|Yes;Utilities|Water Connected|Yes;Utilities|Sewer Connected|Yes;Utilities|Electricity Connected|Yes;Showing Requirements|Lockbox|Yes;Parking Features|Additional Parking|Yes;Parking Features|On Street|Yes;Appliances|Convection Oven|Yes;Appliances|Refrigerator|Yes;Appliances|Electric Water Heater|Yes;Appliances|Electric Range|Yes;Appliances|Electric Oven|Yes;"
gAAAAABm9wKy3ywVstgkpa3KR2dgu2fgtOzdq7se0dgvjDWXCwHwb0ex3fMN0YzCVbIj5DlGgeUit0UXZxp_21xUkfERuRjXyQ==,Agency_Phone_Index_658,Listing_Agent_Index_1021,,Rental,Residential Lease,Single Family Residence,SF,8/11/24,,A,7/4/24,2200,2200,Appraiser,32,,,,$,Jacksonville,FL,Duval,US,32205,1,,30.29785875,-81.71903487,1.20E+11,1398,1941,,,3,2,2,0,gAAAAABm9wKym_hTSXR8wYdlKB84vkgtpd3c25RN99TFLViUxSPjskqHvTwV1twXoCRSh36D5zundJV6mERQjdDuiIwawGMZKg==,,8/29/24 6:29,,,Excl Right to Lease,,Full Service,Other,,,,,1.57,,,,N,N,,,0.15,,N,N,,,O,N,,0,,N,,,,5,,"Additional Lease Terms|Other|Yes;Deposits and Fees|Security Deposit|2,200;Deposits and Fees|Additional Fee|150;Deposits and Fees|Pet Fee/Deposit|300;Deposits and Fees|Application Fee|80;Pets Allowed|Breed Restrictions|Yes;Pets Allowed|Size Limit|Yes;Pets Allowed|Dogs OK|Yes;Rental Commission Term|Specific $ Amount|200;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Cable Available|Yes;Utilities|Electricity Available|Yes;Showing Requirements|Call Listing Agent|Yes;Showing Requirements|Showing Service|Yes;Showing Requirements|Lockbox|Yes;Parking Features|On Street|Yes;Appliances|Convection Oven|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Dishwasher|Yes;Appliances|Dryer|Yes;"
gAAAAABm9wKyS07x6hPdPHrfsv5KjLe-b-CEXiCUux9rvr16G1P6SJeZxgmQoRKdhXV2CYtNlp0DS_HMTvVIWUUwZsC7quPqBA==,Agency_Phone_Index_671,Listing_Agent_Index_991,,Rental,Residential Lease,Single Family Residence,SF,8/17/24,,A,7/16/24,1755,1690,Public Records,146,,,,$,Middleburg,FL,Clay,US,32068,1,1,30.10534547,-81.8225799,1.20E+11,1260,1992,,,3,2,2,0,gAAAAABm9wKynFou4su4d-TXyVfd8HzVUmSN8l5VPux-c32PLezfRbAeil16716cg_lm7l5vhRHGN6F7GOZyrg5PeeNCygNnrBwwI9WhJl_bzQhy33Apszg=,Owner_Name_Index_1721,9/12/24 23:19,,Vacant,Excl Right to Lease,,Full Service,12 Months,,,1,,1.34,,,,N,N,,U,0.11,,N,N,,,,Y,,0,,N,,,9/9/24 22:51,5,,"Additional Lease Terms|12 Months|Yes;Additional Lease Terms|24 Months|Yes;Architectural Style|Traditional|Yes;Association Amenities|Playground|Yes;Deposits and Fees|Security Deposit|1,690;Deposits and Fees|Additional Fee|125;Deposits and Fees|Application Fee|50;Fencing|Back Yard|Yes;Fencing|Fenced|Yes;Fencing|Wood|Yes;Interior Features|Entrance Foyer|Yes;Interior Features|Split Bedrooms|Yes;Interior Features|Primary Bathroom - Shower No Tub|Yes;Interior Features|Walk-In Closet(s)|Yes;Interior Features|Vaulted Ceiling(s)|Yes;Interior Features|Pantry|Yes;Interior Features|Eat-in Kitchen|Yes;Owner Pays|Association Fees|Yes;Pets Allowed|Breed Restrictions|Yes;Pets Allowed|Number Limit|Yes;Pets Allowed|Dogs OK|Yes;Pets Allowed|Cats OK|Yes;Road Surface Type|Asphalt|Yes;Security Features|Smoke Detector(s)|Yes;Sewer|Public Sewer|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Tenant Pays|Insurance|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|Specific $ Amount|250;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Electricity Available|Yes;Utilities|Water Connected|Yes;Utilities|Sewer Connected|Yes;Showing Requirements|Showing Contact Phone|800-218-4796;Showing Requirements|Showing Service|Yes;Parking Features|Attached|Yes;Parking Features|Garage|Yes;Appliances|Disposal|Yes;Appliances|Refrigerator|Yes;Appliances|Dishwasher|Yes;"
gAAAAABm9wKybuimPfbVfs86IhxQpmmEJpj6nOeCiz6AFN31waqwT72bSTvVLXj99l1zU5UwL__NIuI4udvfppxSRKWr68lfeA==,Agency_Phone_Index_750,Listing_Agent_Index_1102,Co-Listing_Agent_Index_1650,Rental,Residential Lease,Single Family Residence,SF,3/30/24,,A,7/30/24,2150,1995,Public Records,66,,,,$,Jacksonville,FL,Duval,US,32222,1,1,30.20285191,-81.84127943,1.20E+11,1700,2021,,,3,2,2,0,gAAAAABm9wKyYTw0hruisP_gtIM9ajxgJd7PBjp1utDoWBeVgnvlLLaWdmcoDFlnRcqK4uL9XHzlo9ONJasTuOgQnZHBa5VjsQ==,,9/15/24 16:26,,Vacant,Excl Right to Lease,,Full Service,12 Months,,,2,,1.17,,,,Y,N,,U,0.15,,N,N,,,,Y,,300,,N,,,9/23/24 3:06,116,,"Additional Lease Terms|12 Months|Yes;Architectural Style|Traditional|Yes;Association Amenities|Clubhouse|Yes;Association Amenities|Playground|Yes;Deposits and Fees|Security Deposit|1,995;Deposits and Fees|Pet Fee/Deposit|350;Deposits and Fees|Application Fee|75;Levels|One|Yes;Owner Pays|Association Fees|Yes;Owner Pays|Taxes|Yes;Patio And Porch Features|Rear Porch|Yes;Pets Allowed|Breed Restrictions|Yes;Pets Allowed|Size Limit|Yes;Pets Allowed|Number Limit|Yes;Road Frontage Type|City Street|Yes;Road Surface Type|Asphalt|Yes;Sewer|Public Sewer|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Tenant Pays|Electricity|Yes;Tenant Pays|Telephone|Yes;Tenant Pays|All Utilities|Yes;Tenant Pays|Water|Yes;Rental Commission Term|1 Months Rent|Yes;Rental Commission Term|Specific $ Amount|10;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|Community|Yes;Utilities|Electricity Connected|Yes;Utilities|Water Connected|Yes;Showing Requirements|Lockbox|Yes;Showing Requirements|Showing Service|Yes;Parking Features|Garage|Yes;Appliances|Dishwasher|Yes;Appliances|Refrigerator|Yes;Appliances|Electric Water Heater|Yes;"
gAAAAABm9wKyM5ngmwDl7dS5X8276_6IggRjsSB3JZ31OFISJBSzAG6V2HnmdZn9PBzJbcKcyV5FC-jU5XSD3G3McnQNURwiCQ==,Agency_Phone_Index_757,Listing_Agent_Index_1116,Co-Listing_Agent_Index_1654,Rental,Residential Lease,Townhouse,TH,7/17/24,,A,8/13/24,1875,1875,Public Records,92,,,,$,Jacksonville,FL,Duval,US,32218,2,,30.4794364,-81.61114836,1.20E+11,1492,2022,,,3,3,2,1,gAAAAABm9wKyt7eMhoF7GRUSdWi2NfRw1qIOpJO2iDCVmtkBg294guYSd7ab5wyDm4jlqAlhiMOHuJWSUNRCL4qN565s7Lplnw==,,9/7/24 10:55,,,Excl Right to Lease,,Full Service,12 Months,,,1,,1.26,,,,Y,N,,,0.05,,N,N,,,,Y,,300,,N,,,,5,,"Additional Lease Terms|12 Months|Yes;Architectural Style|Traditional|Yes;Association Amenities|Playground|Yes;Deposits and Fees|Security Deposit|1,875;Deposits and Fees|Pet Fee/Deposit|300;Deposits and Fees|Application Fee|75;Levels|Two|Yes;Owner Pays|Association Fees|Yes;Patio And Porch Features|Patio|Yes;Pets Allowed|Cats OK|Yes;Pets Allowed|Dogs OK|Yes;Road Frontage Type|City Street|Yes;Road Surface Type|Asphalt|Yes;Sewer|Public Sewer|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|Specific $ Amount|300;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Cable Available|Yes;Showing Requirements|Lockbox|Yes;Parking Features|Garage|Yes;Appliances|Dryer|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Oven|Yes;Appliances|Dishwasher|Yes;"
gAAAAABm9wKybz8NMNHe1kDd8ygQXRQczHIsLJH1zdvLxmRTm5OslmmAXshSD4OQWAsoDp8M8eSElsHm4kiovay2zEaKro6O_Q==,Agency_Phone_Index_931,Listing_Agent_Index_1615,,Rental,Residential Lease,Single Family Residence,SF,8/2/24,,A,8/1/24,2900,2800,Public Records,304,,,,%,St Augustine,FL,St. Johns,US,32095,1,1,30.07264306,-81.47231892,1.21E+11,1763,2020,,,3,2,2,0,gAAAAABm9wKyic1EkWAob3wItKgp7NoxjQEOntKEwwffgLwVB-HmJzzHHUnAvBidw3x1IdNBn35wBoLARKz9WYiuSv51hOldbQ==,,,,Vacant,Excl Right to Lease,,Entry Only,12 Months,,,2,,1.59,6/27/24,,,Y,N,,,0.17,,N,Y,,,,Y,,10,,Y,,,,18,,Additional Lease Terms|12 Months|Yes;Architectural Style|Ranch|Yes;Levels|One|Yes;Owner Pays|Association Fees|Yes;Owner Pays|Pest Control|Yes;Rental Commission Term|Specific $ Amount|101;Water Source|Public|Yes;Cooling|Electric|Yes;Heating|Heat Pump|Yes;Pool Features|Community|Yes;Utilities|Cable Available|Yes;Showing Requirements|Appointment Only|Yes;Showing Requirements|Showing Service|Yes;Showing Requirements|Lockbox|Yes;Parking Features|Garage|Yes;Appliances|Disposal|Yes;
gAAAAABm9wKysZCRhHxa6AKiT1havLkQJJ6HoKgV-CYWUr05Y99nHnbYNegcorqiPMOHM6JYAYe9oMwmVS-xWjPaJDV2FYbtjQ==,Agency_Phone_Index_773,Listing_Agent_Index_1139,,Rental,Residential Lease,Townhouse,TH,7/1/24,,A,8/21/24,3358,3358,Public Records,214,,,S,%,Jacksonville Bch,FL,Duval,US,32250,2,,30.28544246,-81.40058145,1.20E+11,1855,2022,,,4,3,2,1,gAAAAABm9wKygY3Rrh4aPdQiMbdLKYhwfjfAGH-l_ee5G5NU_ek4JQiB2cztHrquHYt8FbvqXFbRV6007ew6Blmp_IKlm7bTXg==,,10/1/24 12:52,,,Excl Right to Lease,,Full Service,12 Months,,,1,,1.81,,,,N,N,,,0.07,,N,N,,,,Y,,0,,N,,,,5,,Rental Commission Term|Specific $ Amount|500;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Electricity Available|Yes;Showing Requirements|Call Listing Agent|Yes;Parking Features|Garage|Yes;Appliances|Refrigerator|Yes;
gAAAAABm9wKy5ImIHMwqU2eMDvtSDRhwfF6dBP5lly3wYzLItiCpGxPSlYaOwUbHskPY0c-2WxcIXQcg7PofomZANV_9OpZHXw==,Agency_Phone_Index_786,Listing_Agent_Index_1207,,Rental,Residential Lease,Single Family Residence,SF,7/1/24,,A,7/8/24,3900,3900,Public Records,213,,N,,S,Jacksonville Bch,FL,Duval,US,32250,2,2,30.30311572,-81.40190758,1.20E+11,2771,2007,East,50x102,4,4,3,1,gAAAAABm9wKyFmZBJTqNQXv3UU8bhbL6PyPjve3-CUCaWlHH2DW7UoypAP5_tHKfbGqyQWqgkCofs9mNTyj71IrNbmKqihAzpA==,,9/3/24 14:28,,Tenant,Excl Right to Lease,,Full Service,7 Months,,3367,2,,1.41,8/10/24,7/20/24,,N,N,,U,0.12,,N,N,,N,N,Y,,0,1,N,,N,,18,,"Additional Lease Terms|7 Months|Yes;Architectural Style|A-Frame|Yes;Deposits and Fees|Security Deposit|3,900;Deposits and Fees|Application Fee|35;Exterior Features|Outdoor Shower|Yes;Fencing|Back Yard|Yes;Fencing|Vinyl|Yes;Fencing|Full|Yes;Fireplace Features|Gas|Yes;Fireplace Features|Fireplaces Total|1;Interior Features|Breakfast Bar|Yes;Interior Features|Guest Suite|Yes;Interior Features|Breakfast Nook|Yes;Interior Features|Primary Bathroom -Tub with Separate Shower|Yes;Interior Features|Primary Bathroom - Tub with Shower|Yes;Interior Features|Walk-In Closet(s)|Yes;Interior Features|Vaulted Ceiling(s)|Yes;Interior Features|His and Hers Closets|Yes;Interior Features|Eat-in Kitchen|Yes;Interior Features|Ceiling Fan(s)|Yes;Interior Features|Built-in Features|Yes;Laundry Features|In Unit|Yes;Laundry Features|Upper Level|Yes;Levels|Two|Yes;Owner Pays|HVAC Maintenance|Yes;Owner Pays|Trash Collection|Yes;Owner Pays|Taxes|Yes;Owner Pays|Roof Maintenance|Yes;Owner Pays|Repairs|Yes;Owner Pays|Management|Yes;Owner Pays|Insurance|Yes;Patio And Porch Features|Rear Porch|Yes;Pets Allowed|No|Yes;Road Frontage Type|City Street|Yes;Road Surface Type|Asphalt|Yes;Sewer|Public Sewer|Yes;Showing Considerations|Occupied|Yes;Tenant Pays|Cable TV|Yes;Tenant Pays|Hot Water|Yes;Tenant Pays|Telephone|Yes;Tenant Pays|Water|Yes;Tenant Pays|Sewer|Yes;Tenant Pays|Security|Yes;Tenant Pays|Pest Control|Yes;Tenant Pays|Grounds Care|Yes;Tenant Pays|Gas|Yes;Tenant Pays|Electricity|Yes;Rental Commission Term|Specific $ Amount|390;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Electricity Available|Yes;Showing Requirements|Appointment Only|Yes;Showing Requirements|Showing Contact Phone|904-655-3165;Showing Requirements|Call Listing Office|Yes;Showing Requirements|Call Listing Agent|Yes;Parking Features|Garage|Yes;Parking Features|Garage Door Opener|Yes;Appliances|Disposal|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Oven|Yes;Appliances|Dishwasher|Yes;"
gAAAAABm9wKy4l8o4r_XnMbd9SBNRZZoxejrP1PVND5ugMA8hLUpxij7F-fKmdw6JYggsJKJE8tnFY29ZZjhYmcrFLZpuNkdJQ==,Agency_Phone_Index_736,Listing_Agent_Index_1616,,Rental,Residential Lease,Condominium,CN,7/1/24,,A,6/9/24,4200,4050,Public Records,263,,,,%,Ponte Vedra Bch,FL,St. Johns,US,32082,2,2,30.16333324,-81.3710266,1.21E+11,2326,2006,,,3,3,2,1,gAAAAABm9wKyKiQvImL-jy7Ge5AkTx8lTRIPXtnL2kn4NtovPZKnSx3WsQYaS3OOkSAjnlHjXFQ0fUXlhZT5mUIyD2ncX7fAtw==,,9/1/24 6:52,,,Excl Right to Lease,,Entry Only,6 Months,,,2,,1.74,7/1/24,,,N,N,Y,F,0,,N,N,,,O,Y,,0,2,N,,,,54,,"Additional Lease Terms|Other|Yes;Association Amenities|Clubhouse|Yes;Association Amenities|Spa/Hot Tub|Yes;Deposits and Fees|Security Deposit|4,200;Deposits and Fees|Pet Fee/Deposit|250;Deposits and Fees|Application Fee|50;Exterior Features|Balcony|Yes;Exterior Features|Storm Shutters|Yes;Interior Features|Breakfast Bar|Yes;Interior Features|Split Bedrooms|Yes;Interior Features|Primary Bathroom -Tub with Separate Shower|Yes;Interior Features|Walk-In Closet(s)|Yes;Interior Features|Kitchen Island|Yes;Interior Features|Eat-in Kitchen|Yes;Interior Features|Entrance Foyer|Yes;Owner Pays|Association Fees|Yes;Pets Allowed|Yes|Yes;Rent Includes|Other|Yes;Rent Includes|Water|Yes;Sewer|Public Sewer|Yes;Rental Commission Term|1 Months Rent|Yes;Water Source|Public|Yes;Cooling|Central Air|Yes;Cooling|Electric|Yes;Heating|Central|Yes;Heating|Heat Pump|Yes;Heating|Electric|Yes;Pool Features|Community|Yes;Utilities|Cable Available|Yes;Utilities|Water Available|Yes;Utilities|Electricity Available|Yes;Showing Requirements|Call Owner|Yes;Parking Features|Garage|Yes;Parking Features|Guest|Yes;Appliances|Dryer|Yes;Appliances|Water Softener Owned|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Water Heater|Yes;Appliances|Electric Range|Yes;Appliances|Dishwasher|Yes;Appliances|Disposal|Yes;"
